vector,rank,left_label,left_feature_idx,left_effect,left_neuronpedia_url,right_label,right_feature_idx,right_effect,right_neuronpedia_url,story_profile_correlation,effect_sign_agreement
warmth,1,gemma3_12b,34961,10.998225212097168,,gemma3_27b,42575,16.663288116455078,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/42575,1.0000000000000107,True
warmth,2,gemma3_12b,8325,10.932826042175293,,gemma3_27b,44073,15.083393096923828,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/44073,1.0000000000000089,True
warmth,3,gemma3_12b,48821,13.841094970703125,,gemma3_27b,2641,8.911642074584961,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2641,1.0000000000000073,True
warmth,4,gemma3_12b,4761,10.781729698181152,,gemma3_27b,7773,10.470306396484375,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/7773,1.000000000000007,True
warmth,5,gemma3_12b,5784,-16.534446716308594,,gemma3_27b,11160,-15.817880630493164,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/11160,1.0000000000000069,True
warmth,6,gemma3_12b,1862,-17.780672073364258,,gemma3_27b,2272,-15.879308700561523,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2272,1.0000000000000062,True
warmth,7,gemma3_12b,41703,14.370302200317383,,gemma3_27b,51969,15.35344409942627,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/51969,1.000000000000006,True
warmth,8,gemma3_12b,10826,-13.83779525756836,,gemma3_27b,47759,-15.3192720413208,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/47759,1.0000000000000053,True
warmth,9,gemma3_12b,24637,12.243025779724121,,gemma3_27b,17884,14.685649871826172,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/17884,1.0000000000000053,True
warmth,10,gemma3_12b,19197,13.331138610839844,,gemma3_27b,1658,13.712761878967285,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/1658,1.0000000000000049,True
warmth,11,gemma3_12b,1244,10.330561637878418,,gemma3_27b,421,12.419219970703125,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/421,1.0000000000000047,True
warmth,12,gemma3_12b,19380,13.090949058532715,,gemma3_27b,15362,13.776947975158691,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/15362,1.000000000000003,True
warmth,13,gemma3_12b,850,14.061497688293457,,gemma3_27b,32985,17.219961166381836,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/32985,1.0000000000000002,True
warmth,14,gemma3_12b,58348,-16.005910873413086,,gemma3_27b,10383,-13.468847274780273,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/10383,1.0,True
warmth,15,gemma3_12b,1694,14.310187339782715,,gemma3_27b,20952,12.96012020111084,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/20952,0.9999999999999988,True
warmth,16,gemma3_12b,1199,-10.888495445251465,,gemma3_27b,21622,-17.1890811920166,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/21622,0.9999999999999987,True
warmth,17,gemma3_12b,8222,14.183019638061523,,gemma3_27b,3185,11.568574905395508,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/3185,0.9999999999999923,True
warmth,18,gemma3_12b,3273,-9.225667953491211,,gemma3_27b,6239,-10.889710426330566,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/6239,0.9999987486035733,True
warmth,19,gemma3_12b,46580,6.568758010864258,,gemma3_27b,24691,6.975360870361328,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/24691,0.9991306660859605,True
warmth,20,gemma3_12b,4146,-0.6395721435546875,,gemma3_27b,6857,0.9028854370117188,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/6857,0.9968665003522106,False
warmth,21,gemma3_12b,62175,2.4857120513916016,,gemma3_27b,46379,-0.859649658203125,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/46379,0.9933261887538778,False
warmth,22,gemma3_12b,23284,-5.049869537353516,,gemma3_27b,12608,-1.7563247680664062,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/12608,0.9908252038587864,True
warmth,23,gemma3_12b,1754,-4.378501892089844,,gemma3_27b,349,5.7399749755859375,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/349,0.9835650438989508,False
warmth,24,gemma3_12b,1216,7.099965572357178,,gemma3_27b,9310,17.13704490661621,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/9310,0.9780031413712285,True
warmth,25,gemma3_12b,11447,-10.941953659057617,,gemma3_27b,9020,-12.726728439331055,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/9020,0.9552268183141825,True
warmth,26,gemma3_12b,4483,11.147744178771973,,gemma3_27b,2239,12.32265567779541,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2239,0.9428238895332746,True
warmth,27,gemma3_12b,3191,-34.619842529296875,,gemma3_27b,5195,-33.354248046875,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/5195,0.939611284955338,True
warmth,28,gemma3_12b,28665,3.6666030883789062,,gemma3_27b,18402,1.5302581787109375,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/18402,0.9139776583996457,True
warmth,29,gemma3_12b,2784,2.2701759338378906,,gemma3_27b,33463,15.815897941589355,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/33463,0.9102335303162636,True
warmth,30,gemma3_12b,9353,0.9732398986816406,,gemma3_27b,5417,9.272176742553711,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/5417,0.9013826697718565,True
warmth,31,gemma3_12b,2770,-0.39787864685058594,,gemma3_27b,2419,-10.989622116088867,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2419,0.8997785290105602,True
warmth,32,gemma3_12b,763,23.09805679321289,,gemma3_27b,2124,12.598673820495605,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2124,0.8801644582247543,True
warmth,33,gemma3_12b,4799,14.411616325378418,,gemma3_27b,2628,-11.96868896484375,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2628,0.8750948933633239,False
warmth,34,gemma3_12b,3402,-8.724638938903809,,gemma3_27b,4719,3.582221031188965,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/4719,0.8722407793288837,False
warmth,35,gemma3_12b,1883,8.378372192382812,,gemma3_27b,3597,5.408956527709961,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/3597,0.8623871136234185,True
warmth,36,gemma3_12b,294,9.454009056091309,,gemma3_27b,2164,10.555773735046387,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/2164,0.8552400876775532,True
warmth,37,gemma3_12b,13846,7.2889556884765625,,gemma3_27b,51104,4.537199974060059,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/51104,0.8459871080664161,True
warmth,38,gemma3_12b,13379,-1.0450763702392578,,gemma3_27b,16888,0.7003936767578125,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/16888,0.8405558155590924,False
warmth,39,gemma3_12b,1024,3.2842483520507812,,gemma3_27b,1671,1.3630008697509766,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-65k/1671,0.8369625673794219,True
